slot,family,sl,rr,n_train,evc_train,evs_train,n_oos,evc_oos,evs_oos,n_2026,evc_2026,evs_2026,n_full,evc_full,evs_full,pf_full,days_full
LON_H2,DI_CONT_A20_G5,1.5,0.75,226,-0.007851025901564057,-0.01762935311848789,94,-0.007484966677497123,-0.01817472309246249,10,-0.403853546610817,-0.4148663771614151,320,-0.007743496004494399,-0.017789555548342956,1.030021937093548,320
LON_H2,DI_CONT_A20_G5,1.5,1.0,226,0.00479098335390104,-0.0049873438630228285,94,0.06694266029493327,0.056252903879967925,10,-0.328853546610817,-0.3398663771614151,320,0.023048038455329274,0.013001978911480711,1.0941346414000126,320
LON_H2,DI_CONT_A20_G5,1.5,1.5,226,0.02292263305101558,0.013144305834091752,94,-0.0023976002718913104,-0.013087356686856679,10,-0.4288535466108171,-0.439866377161415,320,0.015484814512411696,0.0054387549685631364,1.0665401716274134,320
LON_H2,DI_CONT_A20_G5,2.0,0.3,226,0.0017615785003058278,-0.005572166912387067,94,-0.02028995377138424,-0.02830727108260826,10,-0.2365192458258972,-0.24477886873884575,320,-0.004716059104503139,-0.012250603762389553,1.0470011242065866,320
LON_H2,DI_CONT_A20_G5,2.0,0.4,226,-0.014757775864832115,-0.022091521277525013,94,-0.02296239144502418,-0.0309797087562482,10,-0.5016401599581128,-0.5098997828710614,320,-0.017167881691513533,-0.024702426349399946,0.9925147162358864,320
LON_H2,DI_CONT_A20_G5,2.0,0.6,226,0.003787495877460549,-0.003546249535232373,94,-0.006915091708467378,-0.014932409019691402,10,-0.44164015995811273,-0.4498997828710613,320,0.0006436107740942165,-0.006890933883792215,1.0448434360700374,320
LON_H2,DI_CONT_A20_G5,2.0,0.75,226,0.009072931597877615,0.001739186185184709,94,0.053115297205521585,0.04509797989429755,10,-0.39664015995811275,-0.4048997828710613,320,0.02201037649512303,0.014475831837236613,1.09755251689343,320
LON_H2,DI_CONT_A20_G5,2.0,1.0,226,-0.010793411262527105,-0.01812715667522004,94,-0.024406810855226377,-0.03242412816645042,10,-0.5216401599581127,-0.5298997828710612,320,-0.014792347392882516,-0.022326892050768953,1.0006277004683395,320
LON_H2,DI_CONT_A20_G5,2.0,1.5,226,-0.018264162620728285,-0.02559790803342117,94,0.04976585890692458,0.04174854159570056,10,-0.4216401599581127,-0.42989978287106123,320,0.0017196562030197468,-0.005814888454866662,1.0356447975655003,320
LON_H2,DI_CONT_A20_G5,2.25,0.3,226,-0.015979767808744164,-0.022498652620026743,94,-0.0046785404681807825,-0.01180504474482438,10,-0.3646837740674641,-0.3720256611011963,320,-0.01266003227745367,-0.019357405306686053,1.0032470511666878,320
LON_H2,DI_CONT_A20_G5,2.25,0.4,226,-0.019732517845268856,-0.026251402656551428,94,-0.04576791708287961,-0.052894421359523186,10,-0.49923569774054466,-0.5065775847742768,320,-0.027380416371317006,-0.034077789400549376,0.9510945276453848,320
LON_H2,DI_CONT_A20_G5,2.25,0.6,226,0.0012709226197442772,-0.005247962191538296,94,0.03327176306119925,0.026145258784555682,10,-0.43923569774054466,-0.44657758477427684,320,0.01067116949942169,0.003973796470189305,1.0707598943517986,320
LON_H2,DI_CONT_A20_G5,2.25,0.75,226,-0.006172950593101994,-0.012691835404384538,94,0.008990293936551211,0.0018637896599076437,10,-0.39423569774054473,-0.4015775847742768,320,-0.0017187475125163471,-0.008416120541748718,1.0307496001311895,320
LON_H2,DI_CONT_A20_G5,2.25,1.0,226,-0.02123793991155215,-0.02775682472283473,94,0.050324435606132784,0.04319793132948919,10,-0.3192356977405447,-0.3265775847742768,320,-0.0002164921032322048,-0.00691386513246457,1.0313951708847737,320
LON_H2,DI_CONT_A20_G5,2.25,1.5,226,-0.045509783782106315,-0.0520286685933889,94,0.019843511567488304,0.012717007290844734,10,-0.2605350011798936,-0.26787688821362554,320,-0.0263122532731629,-0.033009626302395276,0.971298532446944,320
LON_H2,DI_CONT_A20_G5,2.5,0.3,226,-0.021418156547915703,-0.02728515287807002,94,0.00780655452708441,0.001392700678105188,10,-0.3632153966607177,-0.3698230949910766,320,-0.012833397669634417,-0.018861033395943555,0.9964860015563236,320
LON_H2,DI_CONT_A20_G5,2.5,0.4,226,-0.03654348683535687,-0.0424104831655112,94,-0.018229135031410378,-0.02464298888038959,10,-0.4624523544238289,-0.46906005275418766,320,-0.031163645992947586,-0.037191281719256716,0.9323128572999698,320
LON_H2,DI_CONT_A20_G5,2.5,0.6,226,-0.017300755107698577,-0.023167751437852904,94,0.037260758239898134,0.030846904390918906,10,-0.40245235442382893,-0.4090600527541877,320,-0.0012733105618420275,-0.007300946288151177,1.0324291355690702,320
LON_H2,DI_CONT_A20_G5,2.5,0.75,226,-0.017938925858534138,-0.023805922188688454,94,-0.021033523953381084,-0.027447377802360295,10,-0.35745235442382894,-0.3640600527541878,320,-0.01884796404889542,-0.02487559977520455,0.9817397882637385,320
LON_H2,DI_CONT_A20_G5,2.5,1.0,226,-0.02858306431756821,-0.03445006064772253,94,0.045138745923631644,0.03872489207465243,10,-0.28245235442382893,-0.2890600527541877,320,-0.006927282559215757,-0.012954918285524886,1.012954312926497,320
LON_H2,DI_CONT_A20_G5,2.5,1.5,226,-0.04849747337483431,-0.05436446970498862,94,0.018919660722205977,0.012505806873226733,10,-0.22962172751924284,-0.23622942584960166,320,-0.028693690233828718,-0.03472132596013786,0.9599669933998443,320
LON_H2,DI_CONT_A20_G5,3.0,0.3,226,-0.024116493860432263,-0.029005657468894195,94,-0.02409705961246262,-0.029441937819945297,10,-0.47770213831722463,-0.48320855359252357,320,-0.02411078505009118,-0.029133814822015453,0.937147435579791,320
LON_H2,DI_CONT_A20_G5,3.0,0.4,226,-0.010719553236047666,-0.01560871684450961,94,-0.021762619663565425,-0.027107497871048117,10,-0.44770213831722466,-0.4532085535925236,320,-0.013963453999131006,-0.018986483771055284,0.9849607529159794,320
LON_H2,DI_CONT_A20_G5,3.0,0.6,226,-0.0033268590848921395,-0.008216022693354069,94,-0.04329818959215789,-0.04864306779964057,10,-0.38770213831722466,-0.39320855359252366,320,-0.015068437421401454,-0.020091467193325722,0.9839982231652264,320
LON_H2,DI_CONT_A20_G5,3.0,0.75,226,-0.028137012579917672,-0.0330261761883796,94,0.01283539538343256,0.007490517175949876,10,-0.3427021383172247,-0.3482085535925237,320,-0.016101367740683537,-0.021124397512607824,0.9821446086178768,320
LON_H2,DI_CONT_A20_G5,3.0,1.0,226,-0.03655675992836895,-0.04144592353683089,94,0.02769405262998516,0.02234917442250246,10,-0.32367661589673624,-0.32918303117203523,320,-0.017683083739352436,-0.022706113511276715,0.9785219182963723,320
LON_H2,DI_CONT_A20_G5,3.0,1.5,226,-0.058738586943876944,-0.06362775055233887,94,0.018841151273993162,0.013496273066510472,10,-0.2236766158967362,-0.22918303117203523,320,-0.03594953884237758,-0.04097256861430187,0.9292931599990139,320
LON_H2,EXPAND_BODY60,1.5,0.3,192,-0.020762814030150702,-0.031079855786372627,71,0.02140641142912731,0.01027863122819804,10,-0.24158495584902048,-0.25237743377353067,263,-0.009378726548748648,-0.019914636858484727,1.0529083656404594,263
LON_H2,EXPAND_BODY60,1.5,0.4,192,-0.0025336473634840046,-0.012850689119705919,71,-0.016621757584957143,-0.027749537785886444,10,-0.18158495584902046,-0.19237743377353064,263,-0.006336901453691588,-0.01687281176342766,1.0537303152315032,263
LON_H2,EXPAND_BODY60,1.5,0.6,192,-0.00010489946469902552,-0.010421941220920938,71,-0.06709092044019473,-0.07821870064112399,10,-0.3815849558490204,-0.3923774337735306,263,-0.0181885781310876,-0.028724488440823665,1.0078140914471199,263
LON_H2,EXPAND_BODY60,1.5,0.75,192,-0.025530006809193956,-0.03584704856541588,71,-0.0047759036313923565,-0.015903683832321613,10,-0.32158495584902047,-0.3323774337735307,263,-0.019927188080585915,-0.030463098390321987,1.0027225223624852,263
LON_H2,EXPAND_BODY60,1.5,1.0,192,-0.02497770420267122,-0.03529474595889314,71,0.07329678654884927,0.06216900634792002,10,-0.22158495584902047,-0.23237743377353065,263,0.001552671627587168,-0.008983238682148889,1.047819248619304,263
