symbol,hour,rank,entry_mode,filter,day_policy,atr_period,sl_atr,tp_atr,rr,expiry_h,hold_h,n,wr,pf,ev,sumR,ddR,trades_year,old_n,old_pf,old_ev,mid_n,mid_pf,mid_ev,recent_n,recent_pf,recent_ev,min_pf,min_ev,robust,data_start,data_end
USDJPY,1,17,breakout,adxdi_range,TueThu,14,1.5,2.75,1.8333333333333333,1,4,116,0.5258620689655172,1.6884335687467866,0.21055669379021377,24.424576479664797,3.687538275266192,12.478138690162103,46,1.4543208304423283,0.13533229199190477,32,1.5210621942488896,0.1610397592635332,38,2.0975821364787532,0.3433162829369504,1.4543208304423283,0.13533229199190477,True,2012-11-16,2022-03-04
USDJPY,1,18,breakout,adxdi_range,TueThu,20,1.5,3.375,2.25,1,4,116,0.5258620689655172,1.7399541856976384,0.22030197402843527,25.555028987298492,3.7062455023158627,12.478138690162103,46,1.4542355543158938,0.12984620180057457,32,1.6557273655742257,0.20200800835164773,38,2.1378709297823684,0.345206511505772,1.4542355543158938,0.12984620180057457,True,2012-11-16,2022-03-04
USDJPY,1,19,breakout,adxdi_range,TueThu,10,2.5,4.0,1.6,1,4,116,0.5258620689655172,1.628334530592408,0.13596699753408512,15.772171713953874,3.643686009549519,12.478138690162103,46,1.4472494953299113,0.08581229332954272,32,1.5092829906823593,0.11623839528483135,38,1.903383311529914,0.21329414662316581,1.4472494953299113,0.08581229332954272,True,2012-11-16,2022-03-04
USDJPY,1,20,breakout,adxdi_range,TueThu,20,1.75,4.0,2.2857142857142856,1,4,116,0.5258620689655172,1.6988557843102343,0.18203310060326497,21.115839669978737,3.480109658160579,12.478138690162103,46,1.4462930520539623,0.1150814528568013,32,1.5119776414170676,0.13736745598774897,38,2.1698392403456377,0.3006930064988925,1.4462930520539623,0.1150814528568013,True,2012-11-16,2022-03-04
USDJPY,1,21,breakout,adxdi_range,TueThu,28,1.5,3.75,2.5,1,4,116,0.5258620689655172,1.7036057546198653,0.2147182993856433,24.907322728734623,3.8472966899786343,12.478138690162103,46,1.4620657414647036,0.1386669223849923,32,1.4418502106960265,0.14053160465736583,38,2.2289948223279668,0.36925349868392826,1.4418502106960265,0.1386669223849923,True,2012-11-16,2022-03-04
USDJPY,1,22,breakout,adxdi_range,TueThu,20,2.5,3.375,1.35,1,4,116,0.5258620689655172,1.6389551657662977,0.12117302034413044,14.056070359919131,2.757082413173407,12.478138690162103,46,1.4714619684988792,0.07991563559557806,32,1.4406909399121544,0.0936156921202659,38,1.9973986574201452,0.19432234143879032,1.4406909399121544,0.07991563559557806,True,2012-11-16,2022-03-04
USDJPY,1,23,breakout,adxdi_range,TueThu,10,1.75,4.5,2.5714285714285716,1,4,116,0.5258620689655172,1.730383989707456,0.20924831652846543,24.27280471730199,3.831639354301508,12.478138690162103,46,1.4386504289654325,0.12663211767714005,32,1.5090532358210065,0.140587934703118,38,2.254874550647032,0.36707666825404656,1.4386504289654325,0.12663211767714005,True,2012-11-16,2022-03-04
USDJPY,1,24,breakout,adxdi_range,TueThu,20,3.0,3.75,1.25,1,4,116,0.5258620689655172,1.6749797051128974,0.10838696060750808,12.572887430470937,2.3291253363313036,12.478138690162103,46,1.435834483928494,0.064935416666081,32,1.4917244986275344,0.08793219037197714,38,2.1191395257192585,0.17821126768231427,1.435834483928494,0.064935416666081,True,2012-11-16,2022-03-04
USDJPY,1,25,breakout,adxdi_range,TueThu,28,1.5,4.5,3.0,1,4,116,0.5258620689655172,1.6937659141346006,0.21171549021111702,24.558996864489576,3.8472966899786343,12.478138690162103,46,1.53450484410273,0.1604060528197749,32,1.433807342255056,0.137973549504971,38,2.1180681224695213,0.335925390805812,1.433807342255056,0.137973549504971,True,2012-11-16,2022-03-04
USDJPY,1,26,breakout,adxdi_range,TueThu,28,1.5,3.0,2.0,1,4,116,0.5258620689655172,1.657496605057171,0.20064724025172692,23.275079869200322,3.8472966899786343,12.478138690162103,46,1.4328268489533706,0.12989226788314617,32,1.5176426334419462,0.1646375811433227,38,2.0538199404438298,0.31662191973655984,1.4328268489533706,0.12989226788314617,True,2012-11-16,2022-03-04
USDJPY,1,27,breakout,adxdi_range,TueThu,20,2.5,3.75,1.5,2,4,140,0.5071428571428571,1.6059338253028013,0.11543196999041204,16.160475798657686,3.243090731532824,15.059822557092193,53,1.4324968063969568,0.07279629434311254,40,1.506419278331862,0.10377736903399475,47,1.8532902037305583,0.17342930717261568,1.4324968063969568,0.07279629434311254,True,2012-11-16,2022-03-04
USDJPY,1,28,breakout,adxdi_range,TueThu,14,2.5,3.375,1.35,1,4,116,0.5258620689655172,1.609894713539024,0.12383350842950402,14.364686977822467,3.044980586515452,12.478138690162103,46,1.4447940095907699,0.08058978010321616,32,1.4324853360637069,0.09462816106054382,38,1.9285396834157449,0.2007751562930821,1.4324853360637069,0.08058978010321616,True,2012-11-16,2022-03-04
USDJPY,1,29,breakout,adxdi_range,TueThu,10,2.75,4.0,1.4545454545454546,1,4,116,0.5258620689655172,1.5748346847285088,0.11692342304997469,13.563117073797065,3.6760781904995614,12.478138690162103,46,1.4304312089246223,0.07596038320297248,32,1.4595294042637736,0.09859817668824053,38,1.8029093722084162,0.1819420471693852,1.4304312089246223,0.07596038320297248,True,2012-11-16,2022-03-04
USDJPY,1,30,breakout,adxdi_range,TueThu,20,2.75,3.375,1.2272727272727273,1,4,116,0.5258620689655172,1.6437126493379186,0.11065628400257829,12.836128944299082,2.44995491236142,12.478138690162103,46,1.4298307362139315,0.06816387767528782,32,1.4510466776117776,0.08648340403539469,38,2.0649475787301754,0.18245056952903188,1.4298307362139315,0.06816387767528782,True,2012-11-16,2022-03-04
